año,espacio,Campo,Área,Materia,cursada,Comisiones,Chequeado,Cheq Coord,Cargado en Formulario,sec.,horario,aula,docente,Turno,Formulario,codM,nombre_c
1er,Canto,Formación Específica,Canto,"Canto ( P.663, 665, 666)",No sé,0615 - Jue 11.00 a 12.20 -  Aula PB 03 - Tricárico,FALSE,FALSE,FALSE,0615,Jue 11.00 a 12.20, Aula PB 03,Tricárico,,,No coincide,"Canto ( P.663, 665, 666)"
1er,canto,Formación Específica,Canto,Canto I,anual,0164 - Mie 17:15 a 17:55 - Aula PB 11 - docente,FALSE,FALSE,FALSE,0164,Mie 17:15 a 17:55,Aula PB 11,docente,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,0166 - Vie 17:15 a 17:55 - Aula PA 08 - docente,FALSE,FALSE,FALSE,0166,Vie 17:15 a 17:55,Aula PA 08,docente,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,0167 - Mie 17:15 a 17:55 - Aula PB 02 - Davila,FALSE,FALSE,FALSE,0167,Mie 17:15 a 17:55,Aula PB 02,Davila,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,0168 - Vie 11:45 a 12:25 - Aula PB 12 - docente,FALSE,FALSE,FALSE,0168,Vie 11:45 a 12:25,Aula PB 12,docente,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,0171 - Mie 16:30 a 17:10 - Aula PB 11 - docente,FALSE,FALSE,FALSE,0171,Mie 16:30 a 17:10,Aula PB 11,docente,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,0172 - Mie 15:45 a 16:25 - Aula Auditorio - Pivetti,FALSE,FALSE,FALSE,0172,Mie 15:45 a 16:25,Aula Auditorio,Pivetti,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,0174 - Mie 17:15 a 17:55 - Aula Auditorio - Pivetti,FALSE,FALSE,FALSE,0174,Mie 17:15 a 17:55,Aula Auditorio,Pivetti,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,0175 - Mar 11:45 a 12:30 - PB2 - Davila,FALSE,FALSE,FALSE,0175,Mar 11:45 a 12:30,PB2,Davila,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,0176 - Mie 14:15 a 14:55 - Aula PB 02 - Davila,FALSE,FALSE,FALSE,0176,Mie 14:15 a 14:55,Aula PB 02,Davila,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,0351 - Vie 18:00 a 18:40 - Aula PA 02 - Davila,FALSE,FALSE,FALSE,0351,Vie 18:00 a 18:40,Aula PA 02,Davila,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,0499 - Mie 12:30 a 13:10 - Aula PA 04 - Davila,FALSE,FALSE,FALSE,0499,Mie 12:30 a 13:10,Aula PA 04,Davila,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,0586 - Mar 13:30 a 14:10 - Aula PB 2 - Davila,FALSE,FALSE,FALSE,0586,Mar 13:30 a 14:10,Aula PB 2,Davila,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,1013 - Lun 15:45 a 16:25 - Aula PB 08 - ,FALSE,FALSE,FALSE,1013,Lun 15:45 a 16:25,Aula PB 08,,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,1015 - Mar 14:15 a 14:55 - Aula PB 09 - docente,FALSE,FALSE,FALSE,1015,Mar 14:15 a 14:55,Aula PB 09,docente,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,1016 - Mar 15:00 a 15:40 - Aula PB 09 - docente,FALSE,FALSE,FALSE,1016,Mar 15:00 a 15:40,Aula PB 09,docente,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,1017 - Lun 15:00 a 15:40 - Aula PB 12 - docente,FALSE,FALSE,FALSE,1017,Lun 15:00 a 15:40,Aula PB 12,docente,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,1018 - Mar 11:45 a 12:25 - Aula PB 04 - docente,FALSE,FALSE,FALSE,1018,Mar 11:45 a 12:25,Aula PB 04,docente,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,1019 - Mar 16:30 a 17:10 - Aula PB 09 - Fernandez Segura Ivana,FALSE,FALSE,FALSE,1019,Mar 16:30 a 17:10,Aula PB 09,Fernandez Segura Ivana,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,1020 - Mar 15:45 a 16:25 - Aula PB 09 - docente,FALSE,FALSE,FALSE,1020,Mar 15:45 a 16:25,Aula PB 09,docente,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,1021 - Mie 16:30 a 17:10 - Aula PB 02 - Davila,FALSE,FALSE,FALSE,1021,Mie 16:30 a 17:10,Aula PB 02,Davila,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I,anual,1022 - Mie 13:30 a 14:10 - Aula Pb 02 - Davila,FALSE,FALSE,FALSE,1022,Mie 13:30 a 14:10,Aula Pb 02,Davila,,,662-1.4,Canto I
1er,canto,Formación Específica,Canto,Canto I (especialidad),No sé,0064 - Vie 18.45 a 20.10 - Aula PB 02 - Tricárico,FALSE,FALSE,FALSE,0064,Vie 18.45 a 20.10,Aula PB 02,Tricárico,,,No coincide,Canto I (especialidad)
1er,canto,Formación Específica,Canto,Canto I (especialidad),No sé,0066 - Vie 19.30 a 20. 50 - Aula PB 03 - Cifuentes,FALSE,FALSE,FALSE,0066,Vie 19.30 a 20. 50,Aula PB 03,Cifuentes,,,No coincide,Canto I (especialidad)
1er,canto,Formación Específica,Canto,Canto I (especialidad),No sé,0618 - Jue 12:30 a 13:50 - Aula PB 03 - Tricárico,FALSE,FALSE,FALSE,0618,Jue 12:30 a 13:50,Aula PB 03,Tricárico,,,No coincide,Canto I (especialidad)
1er,canto,Formación Específica,Canto,Canto I (especialidad),No sé,1208 - Jue 18:00 a 19:20 - Aula PB 03 - Tricárico,FALSE,FALSE,FALSE,1208,Jue 18:00 a 19:20,Aula PB 03,Tricárico,,,No coincide,Canto I (especialidad)
2do,canto,Formación Específica,Canto,Canto II,anual,0194 - Mar 12:30 a 13:10 - Aula PB 2 - Davila,FALSE,FALSE,FALSE,0194,Mar 12:30 a 13:10,Aula PB 2,Davila,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0195 - Jue 14:15 a 14:55 - Aula PB 11 - Davila,FALSE,FALSE,FALSE,0195,Jue 14:15 a 14:55,Aula PB 11,Davila,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,233 - Vie 10.15 a 11.00 - Aula PB 12,FALSE,FALSE,FALSE,0233,Vie 10.15 a 11.00,Aula PB 12,,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0196 - Vie 14:15 a 14:55 - Aula PB 10 - Matamala,FALSE,FALSE,FALSE,0196,Vie 14:15 a 14:55,Aula PB 10,Matamala,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0198 - Vie 12:30 a 13:10 - Aula PB 12 - docente,FALSE,FALSE,FALSE,0198,Vie 12:30 a 13:10,Aula PB 12,docente,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0199 - Vie 18:00 a 18:40 - Aula PB 03 - Pivetti,FALSE,FALSE,FALSE,0199,Vie 18:00 a 18:40,Aula PB 03,Pivetti,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0200 - Jue 13:30 a 14:10 - Aula PB 11 - Davila,FALSE,FALSE,FALSE,0200,Jue 13:30 a 14:10,Aula PB 11,Davila,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0201 - Vie 13:30 a 14:10 - Aula PB 12 - docente,FALSE,FALSE,FALSE,0201,Vie 13:30 a 14:10,Aula PB 12,docente,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0203 - Mie 15:00 a 15:40 - Aula Auditorio - Pivetti,FALSE,FALSE,FALSE,0203,Mie 15:00 a 15:40,Aula Auditorio,Pivetti,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0204 - Mie 15:00 a 15:40 - Aula PB 02 - Davila,FALSE,FALSE,FALSE,0204,Mie 15:00 a 15:40,Aula PB 02,Davila,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0205 - Mie 15:45 a 16:25 - Aula PB 02 - Davila,FALSE,FALSE,FALSE,0205,Mie 15:45 a 16:25,Aula PB 02,Davila,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,"0206 - Vie 16:30 a 17:10 - Aula PB 04 - Eymann C , Sup. Dávila.",FALSE,FALSE,FALSE,0206,Vie 16:30 a 17:10,Aula PB 04,"Eymann C , Sup. Dávila.",,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0207 - Mar 16:30 a 17:10 - Aula PB 18 - docente,FALSE,FALSE,FALSE,0207,Mar 16:30 a 17:10,Aula PB 18,docente,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0208 - Vie 18:45 a 19:25 - Aula PB 03 - Pivetti,FALSE,FALSE,FALSE,0208,Vie 18:45 a 19:25,Aula PB 03,Pivetti,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0209 - Mie 13:30 a 14:10 - Aula PB 02 - docente,FALSE,FALSE,FALSE,0209,Mie 13:30 a 14:10,Aula PB 02,docente,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0210 - Vie 17:15 a 17:55 - Aula PB 02 - Davila,FALSE,FALSE,FALSE,0210,Vie 17:15 a 17:55,Aula PB 02,Davila,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0211 - Jue 12:30 a 13:10 - Aula PB 04 - Davila,FALSE,FALSE,FALSE,0211,Jue 12:30 a 13:10,Aula PB 04,Davila,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0212 - Mar 18:00 a 18:40 - Aula PB 04 - Fernandez Segura Ivana,FALSE,FALSE,FALSE,0212,Mar 18:00 a 18:40,Aula PB 04,Fernandez Segura Ivana,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II,anual,0214 - Mie 11:45 a 12:25 - Aula PB 02 - Davila,FALSE,FALSE,FALSE,0214,Mie 11:45 a 12:25,Aula PB 02,Davila,,,662-2.5,Canto II
4to,canto,Formación Específica,Canto,Canto II,anual,1525 - Jue 9:30 a 10:10 - Aula PB 02 - docente,FALSE,FALSE,FALSE,1525,Jue 9:30 a 10:10,Aula PB 02,docente,,,662-2.5,Canto II
2do,canto,Formación Específica,Canto,Canto II (especialidad),No sé,0701 - Lun 18:00 a 19:20 - Aula PB 03 - Tricárico,FALSE,FALSE,FALSE,0701,Lun 18:00 a 19:20,Aula PB 03,Tricárico,,,No coincide,Canto II (especialidad)
2do,canto,Formación Específica,Canto,Canto II (especialidad),No sé,0063 - Lun 19:30 a 20:50 - Aula PB 03 - Tricárico,FALSE,FALSE,FALSE,0063,Lun 19:30 a 20:50,Aula PB 03,Tricárico,,,No coincide,Canto II (especialidad)
2do,canto,Formación Específica,Canto,Canto II (especialidad),No sé,0539 - Vie 13:30 a 14:50 - Aula PB 03 - Cifuentes,FALSE,FALSE,FALSE,0539,Vie 13:30 a 14:50,Aula PB 03,Cifuentes,,,No coincide,Canto II (especialidad)
3ero,canto,Formación Específica,Canto,Canto III,anual,1126 - Jue 15:45 a 16:25 - Aula PB 12 - docente,FALSE,FALSE,FALSE,1126,Jue 15:45 a 16:25,Aula PB 12,docente,,,662-3.5,Canto III
3ero,canto,Formación Específica,Canto,Canto III,anual,1127 - Vie 13:30 a 14:10 - Aula PB 18 - Davila,FALSE,FALSE,FALSE,1127,Vie 13:30 a 14:10,Aula PB 18,Davila,,,662-3.5,Canto III
3ero,canto,Formación Específica,Canto,Canto III,anual,1128 - Mar 17:15 a 17:55 - Aula PB 18 - docente,FALSE,FALSE,FALSE,1128,Mar 17:15 a 17:55,Aula PB 18,docente,,,662-3.5,Canto III
3ero,canto,Formación Específica,Canto,Canto III,anual,"1130 - Lun 13:30 a 14:10 - Aula PB 12 - Eymann C, Sup Dávila",FALSE,FALSE,FALSE,1130,Lun 13:30 a 14:10,Aula PB 12,"Eymann C, Sup Dávila",,,662-3.5,Canto III
3ero,canto,Formación Específica,Canto,Canto III,anual,1131 - Jue 13:30 a 14:10 - Aula PB 12 - docente,FALSE,FALSE,FALSE,1131,Jue 13:30 a 14:10,Aula PB 12,docente,,,662-3.5,Canto III
3ero,canto,Formación Específica,Canto,Canto III,anual,"1132 - Jue 15:00 a 15:40 - Aula PB 12 - Eymann C, Sup. Davila",FALSE,FALSE,FALSE,1132,Jue 15:00 a 15:40,Aula PB 12,"Eymann C, Sup. Davila",,,662-3.5,Canto III
3ero,canto,Formación Específica,Canto,Canto III,anual,1133 - Mar 12:30 a 13:10 - Aula PB 04 - docente,FALSE,FALSE,FALSE,1133,Mar 12:30 a 13:10,Aula PB 04,docente,,,662-3.5,Canto III
3ero,canto,Formación Específica,Canto,Canto III,anual,1134 - Mar 13:30 a 14:10 - Aula PB 04 - docente,FALSE,FALSE,FALSE,1134,Mar 13:30 a 14:10,Aula PB 04,docente,,,662-3.5,Canto III
3ro,canto,Formación Específica,Canto,Canto III,anual,0031 - Vie 9:30 a 10:10 - Aula PB 12 - Eymann C - sup. Dávila,FALSE,FALSE,FALSE,0031,Vie 9:30 a 10:10,Aula PB 12,Eymann C,sup. Dávila,,662-3.5,Canto III
3ro,canto,Formación Específica,Canto,Canto III,anual,0197 - Mar 12:30 a 13:10 - Aula PB 10 - Matamala,FALSE,FALSE,FALSE,0197,Mar 12:30 a 13:10,Aula PB 10,Matamala,,,662-3.5,Canto III
3ro,canto,Formación Específica,Canto,Canto III,anual,0202 - Mar 18:00 a 18:40 - Aula PB 12 - Matamala,FALSE,FALSE,FALSE,0202,Mar 18:00 a 18:40,Aula PB 12,Matamala,,,662-3.5,Canto III
3ro,canto,Formación Específica,Canto,Canto III,anual,0231 - Vie  19:30 a 20:10 - Aula PB 8 - Davila,FALSE,FALSE,FALSE,0231,Vie  19:30 a 20:10,Aula PB 8,Davila,,,662-3.5,Canto III
3ro,canto,Formación Específica,Canto,Canto III (especialidad),No sé,0614 - Vie 21:00 a 22:20 - Aula PB 03 - Cifuentes,FALSE,FALSE,FALSE,0614,Vie 21:00 a 22:20,Aula PB 03,Cifuentes,,,No coincide,Canto III (especialidad)
3ro,canto,Formación Específica,Canto,Canto III (especialidad),No sé,1207 - Vie 11:00 a 12:20 - Aula PB 03 - Camacho Rivas,FALSE,FALSE,FALSE,1207,Vie 11:00 a 12:20,Aula PB 03,Camacho Rivas,,,No coincide,Canto III (especialidad)
4to,canto,Formación Específica,Canto,Canto III (especialidad),No sé,9999 - Vie 04:00 a 06:00 - Terraza - Comision de prueba,FALSE,FALSE,FALSE,9999,Vie 04:00 a 06:00,Terraza,Comision de prueba,,,No coincide,Canto III (especialidad)
1er,canto,Formación Específica,Canto,Canto IV,No sé,1014 - Mie 16:30 a 17:10 - Aula Auditorio - Pivetti,FALSE,FALSE,FALSE,1014,Mie 16:30 a 17:10,Aula Auditorio,Pivetti,,,No coincide,Canto IV
3ro,canto,Formación Específica,Canto,Canto IV,No sé,0233 - Vie 10.15 a 10.55 - Aula  PB 12 - docente,FALSE,FALSE,FALSE,0233,Vie 10.15 a 10.55,Aula  PB 12,docente,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,0165 - Mie 11:00 a 11:40 - Aula PB 02 - Davila,FALSE,FALSE,FALSE,0165,Mie 11:00 a 11:40,Aula PB 02,Davila,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,0236 - Vie 20:15 a 20:55 - Aula PB 21 - Dávila,FALSE,FALSE,FALSE,0236,Vie 20:15 a 20:55,Aula PB 21,Dávila,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,1125 - Vie 12:30 a 13:10 - Aula PB 18 - Davila,FALSE,FALSE,FALSE,1125,Vie 12:30 a 13:10,Aula PB 18,Davila,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,1129 - Jue 11:45 a 12:25 - Aula PB 12 - Davila,FALSE,FALSE,FALSE,1129,Jue 11:45 a 12:25,Aula PB 12,Davila,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,0173 - Mar 10:15 a 10:55 - Aula PB 04 - Matamala,FALSE,FALSE,FALSE,0173,Mar 10:15 a 10:55,Aula PB 04,Matamala,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,0235 - Mar 17:15 a 17:55 - Aula PB 09 - Matamala,FALSE,FALSE,FALSE,0235,Mar 17:15 a 17:55,Aula PB 09,Matamala,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,0302 - Vie 21:00 a 21:40 - Aula PB 21 - Dávila,FALSE,FALSE,FALSE,0302,Vie 21:00 a 21:40,Aula PB 21,Dávila,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,0303 - Vie 21:40 a 22:20 - Aula PB 21 - Dávila,FALSE,FALSE,FALSE,0303,Vie 21:40 a 22:20,Aula PB 21,Dávila,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,1524 - Jue 10:15 a 10:55 - Aula PB 02 - docente,FALSE,FALSE,FALSE,1524,Jue 10:15 a 10:55,Aula PB 02,docente,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,1526 - Jue 11:00 a 11:40 - Aula PB 02 - docente,FALSE,FALSE,FALSE,1526,Jue 11:00 a 11:40,Aula PB 02,docente,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,1527 - Jue 11:45 a 12:25 - Aula PB 02 - Fernandez Segura Ivana,FALSE,FALSE,FALSE,1527,Jue 11:45 a 12:25,Aula PB 02,Fernandez Segura Ivana,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,1528 - Jue 12:30 a 13:10 - Aula PB 02 - Fernandez Segura Ivana,FALSE,FALSE,FALSE,1528,Jue 12:30 a 13:10,Aula PB 02,Fernandez Segura Ivana,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,1529 - Mie 21:40 a 22:20 - Aula PB 11 - Ponce J,FALSE,FALSE,FALSE,1529,Mie 21:40 a 22:20,Aula PB 11,Ponce J,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,1530 - Vie 18:00 a 18:40 - Aula PB 10 - docente,FALSE,FALSE,FALSE,1530,Vie 18:00 a 18:40,Aula PB 10,docente,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,1531 - Jue 21:40 a 22:20 - Aula PB 01 - Ponce J,FALSE,FALSE,FALSE,1531,Jue 21:40 a 22:20,Aula PB 01,Ponce J,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,1532 - Jue 17:15 a 17:55 - Aula PB 03 - Ponce J,FALSE,FALSE,FALSE,1532,Jue 17:15 a 17:55,Aula PB 03,Ponce J,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,1533 - Mie 22:20 a 23:00 - Aula PB 11 - Ponce J,FALSE,FALSE,FALSE,1533,Mie 22:20 a 23:00,Aula PB 11,Ponce J,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV,No sé,1534 - Jue 21:00 a 21:40 - Aula PB 01 - Ponce J,FALSE,FALSE,FALSE,1534,Jue 21:00 a 21:40,Aula PB 01,Ponce J,,,No coincide,Canto IV
4to,canto,Formación Específica,Canto,Canto IV (especialidad),No sé,0078 - Vie 15:00 a 16:20 - Aula PB 09 - Camacho Rivas,FALSE,FALSE,FALSE,0078,Vie 15:00 a 16:20,Aula PB 09,Camacho Rivas,,,No coincide,Canto IV (especialidad)
2do,canto,Formación Específica,Canto,Canto Popular (P.664),No sé,0588 - Lun 15:00 a 16:20 - Aula PB 03 - docente,FALSE,FALSE,FALSE,0588,Lun 15:00 a 16:20,Aula PB 03,docente,,,No coincide,Canto Popular (P.664)
2do,canto,Formación Específica,Canto,Canto Popular (P.664),No sé,0592 - Lun 13:30 a 14:50 - Aula PB 03 - docente,FALSE,FALSE,FALSE,0592,Lun 13:30 a 14:50,Aula PB 03,docente,,,No coincide,Canto Popular (P.664)
2do,canto,Formación Específica,Canto,Canto Popular (P.664),No sé,0613 - Lun 11:45 a 13:05 - Aula PB 03 - docente,FALSE,FALSE,FALSE,0613,Lun 11:45 a 13:05,Aula PB 03,docente,,,No coincide,Canto Popular (P.664)
2do,,Formación Específica,Canto,Coro,anual,0215 - Mie 10:15 a 11:35 y Jue 11:45 a 13:05 - Aula PA 01 y Auditorio - Melo S,FALSE,FALSE,FALSE,0215,Mie 10:15 a 11:35 y Jue 11:45 a 13:05,Aula PA 01 y Auditorio,Melo S,,,662-2.6,Coro
2do,,Formación Específica,Canto,Coro,anual,0216 - Mar 18:00 a 19.20 y Mie 21:40 a 23:00 - Aula PA 05 y PB 14 - Melo S,FALSE,FALSE,FALSE,0216,Mar 18:00 a 19.20 y Mie 21:40 a 23:00,Aula PA 05 y PB 14,Melo S,,,662-2.6,Coro
3ro,esp,Formación Específica,Canto,Dicción alemana,No sé,1209 - Mie 15:00 a 16:25 - Aula PB 19 - Ruete ,FALSE,FALSE,FALSE,1209,Mie 15:00 a 16:25,Aula PB 19,Ruete ,,,No coincide,Dicción alemana
1er,esp,Formación Específica,Canto,Dicción francesa,No sé,0542 - Lun 21:00 a 22:20 - Aula PB 19 - Correa S - Dicción francesa,FALSE,FALSE,FALSE,0542,Lun 21:00 a 22:20,Aula PB 19,Correa S,Dicción francesa,,No coincide,Dicción francesa
